ID,SyntacticCategory,GroupName,RulesName,Status,Comment,CommentFonts,InputStructures,OutputStructures,TriggerWord,NameFonts,SourceLanguage,References,SSDS,UserDefinedInsertions,IgnorePhrasalEmbedding,IgnoreClausalEmbedding,IncludePreviousVerse,ContinueExecution,GrammarTopics
4377,2,Complex Event Insertion Rules,"  ""to sign"" X writes X's name on Y -> X signs Y",1,"  Daniel 6:8,9,10,11,12,13,15  This only applies when someone writes his/her own name, not someone else's name as in Esther 8:10. The secretaries wrote the king's name on those letters.-*-","131,185-*-","{~|c-(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Gwrite~|V-)~|(~|n-,P,Aname~|N-(~|n-.~|N-)~|)~|(~|n-Gin,Con~|P-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0.~|N-^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Gwrite~|V-^~|Delete~|0Asign~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,^~|Delete~|0Aname~|N-^~|Delete~|0(~|n-^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Gin,Con~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Gwrite,",,2,"|4,17,8,8^4,27,6,8^4,27,6,9^4,27,6,10^4,27,6,11^4,27,6,12^4,27,6,13^4,27,6,15^4,42,2,1^4,42,2,3^4,42,2,5^",101-*-,,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Asign
4154,3,Complex Object Insertion Rules - Group 1,"  ""crown"" a royal hat",1,  Mark 15:17  -*-,"14,14-*-","{~|c-(~|n-,,,,,,,,,,,,,(~|j-Aroyal~|A-)~|Ahat~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Acrown~|N-S,D,A,n,K,3,N,N,^5|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1(~|j-^~|Delete~|0Aroyal~|A-^~|Delete~|0)~|^~|Delete~|0Ahat~|N-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aroyal,",,2,,0-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Acrown
4387,1,Complex Object Insertion Rules - Group 2,"  ""well"" a deep hole that water is in",1,  -*-,-*-,{~|c-(~|n-(~|j-Adeep~|A-)~|Ahole~|N-[~|c-(~|n-Awater~|N-)~|(~|v-Fbe~|V-)~|(~|n-Ain~|P-Ahole~|N-)~|]~|)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0Awell~|N-S,D,A,n,K,3,N,^5|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1(~|j-^~|Delete~|0Adeep~|A-^~|Delete~|0)~|^~|Delete~|0Ahole~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-^~|Delete~|0Awater~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Fbe~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-^~|Delete~|0Ain~|P-^~|Delete~|0Ahole~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,"|4,42,14,5^",000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Awell
4280,2,Complex Event Insertion Rules,"  ""to rebel"" X refuses to obey Y",1,  Joshua 1:18  Whoever rebels against you will be killed.-*-,"15,15-*-","{~|c-(~|v-Arefuse~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,)~|(~|v-Aobey,Bobey~|V-)~|(~|n-,P,,,,,,,,,,,,)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Arebel~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,Target Tense & Form,Target Aspect,Target Mood,~|Insert~|1Arefuse~|V-^~|Delete~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Aobey,Bobey~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0]~|^~|Delete~|0}~|^~|-1~|0-*-",,,2,"4,27,9,11^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Arebel
4282,1,Complex Object Insertion Rules - Group 2,"  ""sacrifice"" an animal that people give to God so that the priests could kill it",1,  Philippians 2:17  You gave your lives to God like a person gives an animal to God so that the priest could kill it. -> You gave your lives to God like a person gives a sacrifice to God.-*-,"20,20-*-","{~|c-(~|v-Agive~|V-)~|(~|n-,P,,,,,,,,,,,,Aanimal~|N-)~|(~|n-,d,,,,,,,,,,,,AGod~|N-)~|[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aso~|P-(~|n-,A,,,,,,,,,,,,Apriest~|N-)~|(~|v-Akill~|V-)~|(~|n-,P,,,,,,,,,,,,Aanimal~|N-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Agive~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Asacrifice~|N-S,D,A,n,K,3,N,N,^5|Number,Participant Tracking,Polarity,Proximity,Person,~|Insert~|1Aanimal~|N-^~|Delete~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|-1~|0AGod~|N-^~|~|0)~|^~|-1~|0[~|c-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0Aso~|P-^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Apriest~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Akill~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Aanimal~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0}~|^~|-1~|0-*-",,,2,,0000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Asacrifice
4283,2,Complex Object Insertion Rules - Group 2,"  ""Savior"" a man that saves people -> Savior",1,  Luke 2:11 A man that will save people was born for you in Bethlehem today.-*-  Bible Stories 32:2  -*-,"-*-22,22-*-","{~|c-(~|n-Aman,Aperson~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,Aman,Aperson~|N-)~|(~|v-Asave,Csave~|V-)~|(~|n-,P,Aperson~|N-P,,,,,,,,,,,,,,,,,,,,,)~|]~|)~|}~|-*-{~|c-(~|n-~|N-[~|c-t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,~|N-)~|(~|v-Asave,Csave~|V-)~|(~|n-,P,Aperson~|N-P,,,,,,,,,,,,,,,,,,,,,)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Aman,Aperson~|N-^~|Delete~|0Asavior~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1[~|c-T,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,p,^~|Delete~|0Aman,Aperson~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Asave,Csave~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,^~|Delete~|0Aperson~|N-P,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0~|N-^~|~|0[~|c-t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,A,^~|-1~|0~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Bbe~|V-P,U,I,N,A,N,^8|Time,Aspect,Mood,Polarity,Target Tense & Form,Target Aspect,Target Mood,~|Insert~|1Asave,Csave~|V-^~|Delete~|0)~|^~|-1~|0(~|n-S,S,N,N,N,,,,,,,,,^~|-1~|1Asavior~|N-S,D,A,n,K,3,N,^~|Insert~|1)~|^~|-1~|1(~|n-,P,^~|Delete~|0Aperson~|N-P,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0)~|^~|Delete~|0]~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Asave,Csave,",,2,"|4,42,1,69^4,42,1,78^4,42,2,11^4,42,2,30^4,42,3,6^",000-*-000-*-,,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Asavior
4285,2,Complex Object Insertion Rules - Group 2,"  ""Scribe"" a man that teaches people about the laws that Moses wrote -> Scribe",1,"  Luke 5:17  Some Pharisees and some people that teach people about the law that Moses wrote ...  Note that this doesn't apply if the relative clause is descriptive as in Neh. 8:1 Ezra, who taught the people about the law, ...-*-  Luke 11:45 A man that knew Moses' Law well ...-*-","14,96,181,226-*--*-","{~|c-(~|n-.~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Ateach,Bteach~|V-)~|&(~|n-,d,,,,,,,,,,,,&Aperson~|N-&)~|(~|n-,P,,,,,,,,,,,,Blaw,ALaw~|N-)~|]~|)~|}~|-*-{~|c-(~|n-.~|N-[~|c-(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Cknow~|V-)~|(~|n-,P,,,,,,,,,,,,Blaw~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0.~|N-^~|Delete~|0Ascribe~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Ateach,Bteach~|V-^~|Delete~|0)~|^~|Delete~|0&(~|n-,d,,,,,,,,,,,,^~|Delete~|0&Aperson~|N-^~|Delete~|0&)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Blaw,ALaw~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0.~|N-^~|Delete~|0Ascribe~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1[~|c-^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Cknow~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Blaw~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Ateach,Bteach,Cknow,",,2,"|4,42,5,17^4,42,5,21^4,42,5,30^4,42,6,7^4,42,6,11^4,42,7,30^4,42,9,22^4,42,10,25^4,42,10,36^4,42,11,45^4,42,11,46^4,42,11,52^4,42,14,3^4,42,14,4^4,42,14,5^4,42,14,6^4,42,15,2^4,42,19,47^4,42,20,1^",0000-*-000-*-,,NN0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NN0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Ascribe
4286,4,My Complex Concepts,  'live again' -> 'rise from the dead',1,  Philippians 3:11  I will rise from the dead.-*-  Mark 6:14  -*-,"20,46-*-13,13-*-","{~|c-(~|v-Blive~|V-)~|(~|d-Aagain~|a-)~|}~|-*-{~|c-(~|v-Abecome~|V-)~|(~|j-,P,,,,,,Aalive~|A-)~|(~|d-Aagain~|a-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Blive~|V-^~|265~|0)~|^~|-1~|0(~|d-^~|Delete~|0Aagain~|a-^~|Delete~|0)~|^~|Delete~|0(~|n-S,N,N,N,N,,,,,,,O,Q,^~|-1~|1Insert~|P-^~|9~|1Insert~|p-^~|5~|1)~|^~|-1~|1}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Abecome~|V-^~|265~|0)~|^~|-1~|0(~|j-,P,,,,,,^~|Delete~|0Aalive~|A-^~|Delete~|0)~|^~|Delete~|0(~|d-^~|Delete~|0Aagain~|a-^~|Delete~|0)~|^~|Delete~|0(~|n-S,N,N,N,N,^~|-1~|1Insert~|P-^~|9~|1Insert~|N-S,D,A,n,K,3,N,N,^~|1123~|1)~|^~|-1~|1}~|^~|-1~|0-*-",,,2,"|4,10,12,23^4,27,12,2^4,27,12,13^4,42,7,17^4,42,9,7^4,42,9,8^4,42,9,19^4,42,9,22^4,42,11,31^4,42,15,24^4,42,20,35^|4,42,8,55^|",-*--*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
4156,1,Complex Object Insertion Rules - Group 1,"  ""demon"" evil spirit",1,  Mark 1:34  -*-,"13,13-*-",{~|c-(~|n-(~|j-Aevil~|A-)~|Bspirit~|N-)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|Delete~|0Aevil~|A-^~|Delete~|0)~|^~|Delete~|0Bspirit~|N-^~|Delete~|0Ademon~|N-S,D,A,n,K,3,N,N,^5|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,0-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Ademon
4391,2,Complex Object Insertion Rules - Group 2,"  ""widow"" a woman whose husband died -> widow",1,  Luke 4:25-*-,-*-,"{~|c-(~|n-Awoman~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,Awoman~|N-)~|(~|v-Bhave~|V-)~|(~|n-,S,,,,,,,,,,,,Ahusband~|N-[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,Ahusband~|N-)~|(~|v-Adie~|V-)~|]~|)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Awoman~|N-^~|Delete~|0Awidow~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1[~|c-T,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Awoman~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Bhave~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,S,,,,,,,,,,,,^~|Delete~|0Ahusband~|N-^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Ahusband~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Adie~|V-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Bhave,",,2,,0000-*-,,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Awidow
4393,1,Complex Object Insertion Rules - Group 1,"  ""lots"" stones that have marks",1,  Nehemiah 11:1  -*-,"17,17-*-","{~|c-(~|n-,,,,,,,,,,,,,Astone~|N-[~|c-(~|n-,A,Astone~|N-)~|(~|v-Fhave~|V-)~|(~|n-,S,Amark~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-,,,,,,,,,,,,,^~|-1~|0Alot~|N-S,D,A,n,K,3,N,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,Surface Realization,Participant Status,~|Insert~|1Astone~|N-^~|Delete~|0[~|c-^~|Delete~|0(~|n-,A,^~|Delete~|0Astone~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Fhave~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,S,^~|Delete~|0Amark~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Astone,",,2,,000-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Alot
4132,1,Complex Object Insertion Rules - Group 1,"  ""breastplate"" piece of metal that covers a soldier's chest",1,  1 Thess. 5:8-*-,-*-,"{~|c-(~|n-Apiece~|N-(~|n-Ametal~|N-)~|[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(~|n-,A,,,,,,,,,,,,Apiece~|N-)~|(~|v-Ccover~|V-)~|(~|n-,P,,,,,,,,,,,,(~|n-Asoldier~|N-A-Body Part~|P-)~|Achest~|N-)~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Abreastplate~|N-S,D,A,n,K,3,N,^2|Number,Participant Tracking,Polarity,Proximity,Person,~|Insert~|1Apiece~|N-^~|Delete~|0(~|n-^~|Delete~|0Ametal~|N-^~|Delete~|0)~|^~|Delete~|0[~|c-T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0Apiece~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Ccover~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0(~|n-^~|Delete~|0Asoldier~|N-^~|Delete~|0A-Body Part~|P-^~|Delete~|0)~|^~|Delete~|0Achest~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,10100-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Abreastplate
4407,1,Complex Object Insertion Rules - Group 2,"  ""wool"" sheep's hair",1,  Judges 6:40  -*-,"15,15-*-",{~|c-(~|n-Ahair~|N-(~|n-A-Body Part~|P-Asheep~|N-)~|)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0Awool~|N-S,G,A,n,K,3,N,N,,,,,,,,,,,,,^~|Insert~|1Ahair~|N-^~|Delete~|0(~|n-^~|-1~|0A-Body Part~|P-^~|~|0Asheep~|N-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,"|4,7,6,37^4,7,6,38^4,7,6,39^4,7,6,40^",00-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1Awool
4195,2,Complex Event Insertion Rules,  'to hang' X kills Y by hanging X in a tree -> X hangs Y,1,  Esther 2:23-*-,-*-,"{~|c-(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Akill~|V-)~|(~|n-,P,,,,,,,,,,,,.~|N-)~|[~|c-E,,,,,,,,,,,,,,,,,,,,,,,Aby~|P-(~|n-,A,,,,,,,,,,,,.~|N-)~|(~|v-Chang~|V-)~|(~|n-,P,,,,,,,,,,,,Abody~|N-(~|n-A-Body Part~|P-.~|N-)~|)~|(~|n-,d,,,,,,,,,,,,Cin,Con~|P-Astructure,Atree~|N-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Akill~|V-^~|Delete~|0Bhang~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0[~|c-E,,,,,,,,,,,,,,,,,,,,,,,^~|Delete~|0Aby~|P-^~|Delete~|0(~|n-,A,,,,,,,,,,,,^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Chang~|V-^~|Delete~|0)~|^~|Delete~|0(~|n-,P,,,,,,,,,,,,^~|Delete~|0Abody~|N-^~|Delete~|0(~|n-^~|Delete~|0A-Body Part~|P-^~|Delete~|0.~|N-^~|Delete~|0)~|^~|Delete~|0)~|^~|Delete~|0(~|n-,d,,,,,,,,,,,,^~|Delete~|0Cin,Con~|P-^~|Delete~|0Astructure,Atree~|N-^~|Delete~|0)~|^~|Delete~|0]~|^~|Delete~|0}~|^~|-1~|0-*-","Akill,",,2,"|4,1,40,22^4,17,2,23^4,17,7,1^4,17,9,25^",000000-*-,,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,N00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2Bhang
