ID,Roots,Glosses,Occurrences,Comments,LN Base,LN Sense,LN Gloss,LN Definition,LN Note,LN Tag,Categories,Examples,Exhaustive Examples,Level,Expansion Rule,Expansion Rule Status,Distribution,ParentID,Brief Gloss,Linguists Assistant
174179,satisfied,,3,,,0,to be satisfied,,,,G_B____,"4,17,3,6|(NPp|Haman|)|(VP|be|)|(APP|satisfied|)|~Haman was satisfied.4,42,3,14|(NPp|soldier|)|(VP|be|)|(APP|satisfied|(NPN|money|)|)|~The soldiers were satisfied with the money.",4|2|18|23|N|personA|beD|||4|41|6|42|N|personA|beD|||4|41|8|8|N|personA|beD|||,1,,0,,12,,1
174181,second,,42,,,0,2nd in a series,,,,OA_____,"4,2,4,8|(NPp|Israelite|)|(VP|see|)|(NPP|(APA|second|)|miracle|)|~The Israelites saw the second miracle.",4|1|1|8|N|||dayA||4|1|1|8|N|||dayA||4|1|2|13|N|||riverA||4|1|4|19|N|||wifeA||4|1|8|14|N|||monthA||4|1|22|21|N|||sonA||4|1|25|26|N|||babyA||4|1|25|26|N|||babyA||4|1|25|26|N|||babyA||4|1|30|7|N|||sonA||4|1|30|12|N|||sonA||4|1|32|19|N|||servantA||4|1|33|2|N|||groupA||4|1|41|52|N|||sonA||4|1|43|33|N|||brotherC||4|1|43|33|N|||brotherC||4|2|4|8|N|||miracleA||4|2|16|1|N|||monthA||4|6|6|14|N|||dayA||4|6|10|32|N|||dayA||4|6|19|1|N|||timeB||4|7|20|24|N|||dayA||4|9|8|2|N|||sonA||4|9|14|49|N|||daughterA||4|9|17|13|N|||sonA||4|9|20|27|N|||dayA||4|10|3|3|N|||sonA||4|10|23|9|N|||soldierA||4|16|8|13|N|||dayA||4|27|2|1|N|||yearA||4|27|2|1|N|||yearA||4|27|7|5|N|||animal/AbeastA||4|41|12|21|N|||brotherA||4|41|12|31|N|||command/AcommandmentA||4|41|14|72|N|||timesA||4|42|7|42|N|||manA||4|42|16|13|N|||masterA||4|42|16|13|N|||masterA||4|42|19|18|N|||servantA||4|42|19|18|N|||servantA||4|42|20|30|N|||brotherC||4|50|1|16|N|||groupA||,1,,0,,8,,1
174183,sensible,,1,,,0,"rational, logical, reasonable",,,,,,4|56|1|8|N|personA|beD|||,1,,0,,,,0
174185,several,,34,,,0,"a small indeterminate number, more than 'few'",,,,GA_____,,4|1|4|4|N|||sheepA||4|1|13|3|N|||placeA||4|1|24|10|N|||servantA||4|1|26|8|N|||monthA||4|1|33|15|N|||manA||4|1|38|12|N|||yearA||4|1|41|10|N|||yearA||4|1|46|29|N|||minuteA||4|6|6|5|N|||minuteA||4|6|14|6|N|||manA||4|6|22|3|N|||yearA||4|7|8|18|N|||manA||4|7|11|2|N|||sonA||4|7|14|8|N|||dayA||4|10|10|2|N|||officialA||4|10|11|17|N|||soldierA||4|10|11|20|N|||soldierA||4|10|11|24|N|||soldierA||4|10|11|25|N|||soldierA||4|10|16|1|N|||donkeyA||4|10|16|21|N|||slave/AconcubineA||4|10|16|22|N|||manA||4|27|2|1|N|||dreamA||4|27|3|8|N|||astrologerA||4|27|8|27|N|||dayA||4|27|11|13|N|||yearA||4|42|8|2|N|||womanA||4|42|8|2|N|||womanA||4|42|8|27|N|||monthA||4|42|8|29|N|||monthA||4|42|15|13|N|||dayA||4|42|18|4|N|||monthA||4|42|20|9|N|||monthA||4|50|4|16|N|||timesA||,1,,0,,5,,1
174186,sharp,,13,,,0,having a thin edge so that it cuts things easily,,,,,,4|2|21|6|N|||toolA||4|6|8|29|N|||poleB||4|7|3|16|N|||sideA||4|7|4|21|N|||stickA||4|7|5|26|N|||stickA||4|7|5|26|N|||stickA||4|9|13|20|N|toolA|becomeA|||4|9|13|20|N|plowA|becomeA|||4|9|13|21|N|plowA|becomeA|||4|9|13|21|N|pitchforkA|becomeA|||4|41|4|7|N|||pointA||4|41|4|7|N|||pointA||4|41|15|17|N|||pointA||,1,,0,,,,0
174188,short,,9,,,0,short in height or length,,,,Gab____,,4|27|8|3|N|||hornA||4|41|14|35|N|||distanceA||4|41|14|43|N|||stickA||4|41|14|48|N|||stickA||4|41|14|48|N|||stickA||4|42|19|3|N|ZacchaeusA|beD|||4|42|22|52|N|||stickA||4|42|22|52|N|||stickA||7|2|5|6|N|||bookA||,1,,0,,11,,1
173855,600,,15,,,0,the number,,,,CA_____,"4,2,14,7|(NPP|(APA|600|)|chariot|)|~600 chariots",4|1|7|6|N|||yearA||4|1|7|11|N|||yearA||4|2|14|7|N|||chariotA||4|7|3|31|N|||PhilistineA||4|7|18|11|N|||manA||4|7|18|11|N|||manA||4|7|18|16|N|||manA||4|7|18|17|N|||manA||4|7|20|47|N|||manA||4|9|13|15|N|soldierA|beE|||4|9|14|2|N|manA|beI|||4|9|23|13|N|manA|beI|||4|9|27|2|N|||manA||4|9|30|9|N|||manA||4|10|15|18|N|||GittiteA||,4,,0,,7,,1
173857,600000,,1,,,0,the number,,,,C______,"4,2,12,37|(NPp|(APA|about|)|(APA|600000|)|man|)|(VP|walk|)|~About 600000 men walked.",4|2|12|37|N|manA|walkA|||,4,,0,,7,,1
173859,62,,3,,,0,the number,,,,CA_____,,4|27|5|31|N|||yearA||4|27|9|25|N|||weekA||4|27|9|26|N|||weekA||,4,,0,,7,,1
173861,628,,1,,,0,the number,,,,,,4|16|7|16|N|||manA||,4,,0,,,,0
173863,648,,1,,,0,the number,,,,,,4|16|7|15|N|||manA||,4,,0,,,,0
173864,65,,2,,,0,the number,,,,CA_____,,4|1|5|15|N|||yearA||4|1|5|21|N|||yearA||,4,,0,,7,,1
173866,655,,1,,,0,the number,,,,,,4|16|7|20|N|||manA||,4,,0,,,,0
173868,666,,,,,0,the number,,,,,,,4,,0,,,,0
173870,67,,1,,,0,the number,,,,,,4|16|7|72|N|||robeA||,4,,0,,,,0
173872,68,,1,,,0,the number,,,,,,4|2|25|23|N|||centimeterA||,4,,0,,,,0
173874,6th,,2,,,0,the number,,,,,,4|41|15|33|N|||hourA||4|41|15|33|N|||hourA||,4,,0,,,,0
173875,7,,170,,,0,the number,,,,CA_____,"4,17,1,10|(NPp|Xerxes|)|(VP|speak|)|(NPd|(APA|7|)|eunuch|)|~Xerxes spoke to seven eunuchs.",6|9|1|2|N|||kilogramA||4|1|4|15|N|||timesA||4|1|4|24|N|||timesA||4|1|7|2|N|||animalA||4|1|7|2|N|||animalA||4|1|7|3|N|||birdA||4|1|7|3|N|||birdA||4|1|7|4|N|||dayA||4|1|7|10|N|||dayA||4|1|7|20|N|||meterA||4|1|8|10|N|NoahA|waitA|||4|1|8|12|N|NoahA|waitA|||4|1|21|28|N|||lambA||4|1|21|29|N|||lambA||4|1|21|30|N|||lambA||4|1|29|18|N|||yearA||4|1|29|19|N|||yearA||4|1|29|20|N|||yearA||4|1|29|20|N|||yearA||4|1|29|21|N|||yearA||4|1|29|21|N|||yearA||4|1|29|21|N|||yearA||4|1|29|27|N|||yearA||4|1|29|30|N|||yearA||4|1|31|23|N|||dayA||4|1|33|3|N|||timesA||4|1|41|2|N|||cowA||4|1|41|3|N|||cowA||4|1|41|3|N|||cowA||4|1|41|3|N|||cowA||4|1|41|4|N|||cowA||4|1|41|4|N|||cowA||4|1|41|5|N|||groupA||4|1|41|6|N|||groupA||4|1|41|6|N|||groupA||4|1|41|6|N|||groupA||4|1|41|7|N|||groupA||4|1|41|7|N|||groupA||4|1|41|18|N|||cowA||4|1|41|19|N|||cowA||4|1|41|20|N|||cowA||4|1|41|20|N|||cowA||4|1|41|22|N|||groupA||4|1|41|23|N|||groupA||4|1|41|23|N|||groupA||4|1|41|23|N|||groupA||4|1|41|24|N|||groupA||4|1|41|26|N|||cowA||4|1|41|26|N|||yearA||4|1|41|26|N|||groupA||4|1|41|26|N|||yearA||4|1|41|27|N|||cowA||4|1|41|27|N|||yearA||4|1|41|27|N|||groupA||4|1|41|27|N|||yearA||4|1|41|27|N|||yearA||4|1|41|29|N|||yearA||4|1|41|30|N|||yearA||4|1|41|30|N|||yearA||4|1|41|34|N|||yearA||4|1|41|36|N|||yearA||4|1|41|36|N|||yearA||4|1|41|36|N|||yearA||4|1|41|47|N|||yearA||4|1|41|48|N|||yearA||4|1|41|53|N|||yearA||4|1|41|54|N|||yearA||4|1|46|25|N|||descendantA||4|1|50|10|N|||dayA||4|2|2|16|N|||daughterA||4|2|7|25|N|||dayA||4|2|12|15|N|||dayA||4|2|12|15|N|||dayA||4|2|12|19|N|||dayA||4|2|13|6|N|||dayA||4|2|13|7|N|||dayA||4|2|21|7|N|||yearA||4|2|21|7|N|||yearA||4|2|22|30|N|||dayA||4|2|23|15|N|||dayA||4|2|25|37|N|||lampA||4|2|25|37|N|||cupA||4|6|6|4|N|||priestA||4|6|6|4|N|||priestA||4|6|6|4|N|||timesA||4|6|6|5|N|||timesA||4|6|6|6|N|||priestA||4|6|6|8|N|||priestA||4|6|6|8|N|||trumpetA||4|6|6|8|N|||priestA||4|6|6|9|N|||priestA||4|6|6|13|N|||priestA||4|6|6|13|N|||priestA||4|6|6|13|N|||trumpetA||4|6|6|15|N|||timesA||4|6|6|15|N|||timesA||4|6|6|16|N|||timesA||4|6|18|2|N|||tribeA||4|6|18|5|N|||partA||4|6|18|6|N|||partA||4|6|18|9|N|||partA||4|7|6|1|N|||yearA||4|7|6|25|N|||yearA||4|7|12|9|N|||yearA||4|7|14|12|N|||dayA||4|7|14|12|N|||dayA||4|7|16|7|N|||stringA||4|7|16|8|N|||stringA||4|8|4|15|N|||sonA||4|9|2|5|N|||childA||4|9|6|1|N|||monthA||4|9|10|8|N|||dayA||4|9|11|3|N|||dayA||4|9|13|8|N|||dayA||4|9|13|8|N|||dayA||4|9|16|10|N|||sonA||4|9|16|10|N|||sonA||4|9|31|13|N|||dayA||4|10|2|11|N|||yearA||4|10|21|6|N|||descendantA||4|10|21|6|N|||descendantA||4|10|21|9|N|||sonA||4|10|21|9|N|||sonA||4|10|21|9|N|||sonA||4|10|21|13|N|||sonA||4|16|8|18|N|||dayA||4|17|1|5|N|||dayA||4|17|1|10|N|||dayA||4|17|1|10|N|||manA||4|17|1|10|N|||man/AeunuchA||4|17|1|10|N|||man/AeunuchA||4|17|1|11|N|||manA||4|17|1|11|N|||manA||4|17|1|12|N|||man/AeunuchA||4|17|1|14|N|||manA||4|17|1|14|N|||manA||4|17|1|14|N|||manA||4|17|2|9|N|||servantA||4|17|2|9|N|||servantA||4|17|2|16|N|XerxesA|beL|||4|27|4|16|N|||yearA||4|27|4|23|N|||yearA||4|27|4|25|N|||yearA||4|27|4|32|N|||yearA||4|27|4|34|N|||yearA||4|27|9|25|N|||weekA||4|41|8|5|N|||||4|41|8|6|N|||piece/AloafA||4|41|8|8|N|||basketA||4|41|8|20|N|||piece/AloafA||4|41|8|20|N|||||4|41|11|17|N|||||4|41|11|17|N|personA|seeA|||4|41|12|20|N|||brotherC||4|41|12|22|N|||brotherC||4|41|12|23|N|||brotherC||4|41|13|26|N|personA|seeA|||4|41|14|27|N|personA|seeA|||4|41|14|62|N|||||4|41|16|9|N|||spiritA||4|42|2|36|N|||yearA||4|42|8|2|N|||demonA||4|42|8|2|N|||demonA||4|42|11|26|N|||demonA||4|42|17|4|N|||timeA||4|42|17|4|N|||timeA||4|42|20|29|N|||brotherC||4|42|20|31|N|||brotherC||4|42|20|31|N|||brotherC||4|42|20|33|N|||brotherC||,4,,0,,7,,1
173877,700,,4,,,0,the number,,,,,,4|7|20|15|N|||manA||4|7|20|15|N|||manA||4|7|20|16|N|||soldierA||4|10|10|18|N|||soldierA||,4,,0,,,,0
173879,70000,,1,,,0,the number,,,,,,4|10|24|15|N|||personA||,4,,0,,,,0
173881,721,,1,,,0,the number,,,,,,4|16|7|37|N|||manA||,4,,0,,,,0
173883,736,,1,,,0,the number,,,,,,4|16|7|68|N|||horseA||,4,,0,,,,0
173885,743,,1,,,0,the number,,,,,,4|16|7|29|N|||manA||,4,,0,,,,0
173887,7.5,,1,,,0,the number,,,,,,4|10|5|5|N|||yearA||,4,,0,,,,0
173889,760,,1,,,0,the number,,,,,,4|16|7|14|N|||manA||,4,,0,,,,0
173891,777,,1,,,0,the number,,,,CA_____,,4|1|5|31|N|||yearA||,4,,0,,7,,1
173893,782,,1,,,0,the number,,,,CA_____,,4|1|5|26|N|||yearA||,4,,0,,7,,1
173896,80,,4,,,0,the number,,,,C______,"4,2,7,7|(NPp|Moses|)|(VP|live|)|(NPN|for|(APA|80|)|year|)|~Moses lived for eighty years.",4|2|7|7|N|||yearA||4|7|3|30|N|||yearA||4|10|19|32|N|||yearA||4|10|19|35|N|||yearA||,4,,0,,7,,1
173897,800,,4,,,0,the number,,,,CA_____,,4|1|5|4|N|||yearA||4|1|5|19|N|||yearA||4|7|9|4|N|||gramA||4|10|23|8|N|||manA||,4,,0,,7,,1
173899,800000,,1,,,0,the number,,,,,,4|10|24|9|N|||manA||,4,,0,,,,0
173901,815,,1,,,0,the number,,,,CA_____,,4|1|5|10|N|||yearA||,4,,0,,7,,1
174190,shriveled,,2,,,0,"complex - become smaller, weaker, and wrinkled",,,,,,4|41|3|1|N|||handA||4|41|3|3|N|||handA||,2,,0,,,,0
174192,silver,,0,,,0,the color silver,,,,L______,,,1,,0,,3,,1
174194,sixth,,12,,,0,6th in a series,,,,OA_____,,4|1|1|31|N|||dayA||4|1|1|31|N|||dayA||4|1|2|2|N|||dayA||4|1|30|19|N|||sonA||4|2|16|5|N|||dayA||4|2|16|5|N|||dayA||4|2|16|22|N|||dayA||4|2|16|22|N|||dayA||4|2|16|29|N|||dayA||4|6|19|32|N|||timeB||4|10|3|5|N|||sonA||4|16|3|30|N|||sonA||,1,,0,,8,,1
174196,small,,79,,,0,small in size,,,,Gab___f,"4,8,3,12|(NPp|Boaz|)|(VP|have|)|(NPS|(APA|small|)|problem|)|~Boaz had a small problem.4,40,14,31|(NPp|faith|(NPN|of|Peter|)|)|(VP|be|)|(APP|small|)|~Peter's faith was small.",4|1|1|16|N|||lightC||4|1|19|20|N|||townA||4|1|19|20|I|townA|beD|||4|1|19|22|N|townA|beD|||4|1|19|22|N|ZoarA|meanA|||4|1|36|7|N|landA|beD|||4|2|12|4|N|||familyA||4|2|12|4|N|||familyA||4|2|25|31|N|||boxA||4|6|10|37|N|||villageA||4|6|17|15|T|regionA|beD|||4|6|17|16|T|regionA|beD|||4|7|1|7|N|||pieceA||4|7|1|27|N|||townA||4|7|8|11|N|||roadA||4|7|15|14|N|||stringA||4|9|2|19|N|||robeA||4|9|9|21|S|||tribeA||4|9|13|23|N|||groupA||4|9|17|6|N|||spearA||4|9|24|4|N|||pieceA||4|9|24|11|N|||pieceA||4|9|24|14|N|||insectA||4|9|26|20|N|||insect/AfleaA||4|9|27|5|N|||townA||4|10|4|2|N|||groupA||4|10|17|28|N|||peaA||4|16|8|14|N|||shelterA||4|16|8|15|N|||shelterA||4|16|8|16|N|||shelterA||4|16|8|17|N|||shelterA||4|27|2|35|I|pieceA|beD|||4|27|2|35|I|chaffA|beD|||4|27|2|35|N|||pieceA||4|27|2|40|N|||pieceA||4|27|2|40|N|||pieceA||4|27|7|8|N|hornA|beD|||4|27|7|8|N|||hornA||4|27|7|8|N|||hornA||4|27|7|8|N|||hornA||4|27|7|11|N|||hornA||4|27|7|11|N|||hornA||4|27|7|20|N|||hornA||4|27|7|20|N|||hornA||4|27|7|20|N|||hornA||4|27|7|20|N|||hornA||4|27|7|20|N|||hornA||4|27|7|20|N|||hornA||4|27|7|21|N|||hornA||4|27|7|21|N|||hornA||4|27|8|9|N|hornA|beD|||4|27|8|9|N|||hornA||4|40|5|18|S|||letterB||4|40|5|18|S|||partA||4|41|2|4|N|||stickA||4|41|2|21|C|clothA|becomeA|||4|41|3|9|N|||boatA||4|41|4|31|C|seedA|beD||seedA|4|41|7|28|N|||pieceA||4|41|7|28|N|||pieceA||4|41|8|7|N|||fishA||4|41|9|36|N|||childA||4|41|12|42|I|||coinA||4|42|6|41|E|||pieceA||4|42|6|42|E|||pieceA||4|42|6|42|E|||pieceA||4|42|11|42|N|||plantA||4|42|12|6|N|||birdA||4|42|12|6|N|||birdA||4|42|12|7|N|||birdA||4|42|12|26|N|||thingB||4|42|12|28|T|faithA|beD|||4|42|12|32|N|||groupA||4|42|16|17|S|||letterA||4|42|17|6|N|faithA|beD|||4|42|17|6|N|seed-mustardA|beD|||4|42|21|2|N|||coinA||4|42|21|4|C|amountA|beD||amountA|7|1|1|11|N|||pieceA||,1,,0,,4,,1
174197,smooth,,7,,,0,smoothness attribute,,,,Gab____,"6,9,1,8|(NPp|David|)|(VP|choose|)|(NPP|(APA|smooth|)|stone|)|~David chose smooth stones.",6|9|1|8|N|||stoneA||4|9|17|40|N|||stoneA||4|32|1|11|N|seaA|becomeA|||4|32|1|12|N|seaA|becomeA|||4|32|1|15|N|seaA|becomeA|||4|42|3|5|N|pathA|beD|||4|42|8|24|N|waterA|beD|||,1,,0,,20,,1
174199,solid,,1,,,0,solidness attribute,,,,G_____F,"4,2,15,8|(NPd|(APA|solid|)|ground|)|~solid ground",4|2|15|8|N|||groundA||,1,,0,,20,,1
174201,some,,0,,,0,"a piece of (some land, cloth, etc.)",,,,,,,0,,0,,,,0
174203,sorry,,2,,,0,to be sorry that the person did something (A P(cl)),,,,G_B____,"4,40,27,3|(NPp|Judas|)|(VP|be|)|(APP|sorry|)|~Judas was sorry.",4|41|6|26|I|kingA|becomeA|||7|2|1|11|N|motherA|beD|||,1,,0,,12,,1
174204,sour,,2,,,0,"sour, the taste",,,,,,4|41|15|36|N|||wineA||4|41|15|36|N|||wineA||,1,,0,,,,0
174206,special,,141,,,0,"special, different in a good way",,,,GA_____,"4,17,2,9|(NPp|Hegai|)|(VP|give|)|(NPd|Esther|)|(NPP|(APA|special|)|food|)|~Hegai gave Esther special food.",4|1|2|9|N|||treeA||4|1|38|18|N|||ringA||4|1|38|20|N|||ringA||4|1|41|43|N|||chariotA||4|2|25|6|N|||oil-oliveA||4|2|25|7|N|||clothesA||4|2|25|30|N|||breadA||4|7|2|16|N|||leaderA||4|7|2|16|N|||leaderA||4|7|2|16|N|||leaderA||4|7|2|17|N|||leaderA||4|7|2|18|N|||leaderA||4|7|2|18|N|||leaderA||4|7|2|18|N|||leaderA||4|7|2|18|N|||leaderA||4|7|2|19|N|||leaderA||4|7|13|4|N|||personA||4|7|13|5|N|||servantA||4|7|13|7|N|||personA||4|7|13|7|N|||servantA||4|7|13|14|N|||personA||4|7|14|3|N|||personA||4|7|15|18|N|||personA||4|7|16|17|N|||servantA||4|7|17|5|N|||shirtA||4|7|18|14|N|||shirtA||4|7|18|17|N|||shirtA||4|7|18|18|N|||shirtA||4|7|18|20|N|||shirtA||4|7|18|31|N|||tentA||4|7|20|16|N|||soldierA||4|9|2|18|N|||robeA||4|9|2|28|N|||clothesA||4|9|9|23|N|||meatA||4|9|14|3|N|||clothesA||4|9|21|4|N|||breadA||4|9|21|6|N|||breadA||4|9|21|6|N|breadA|beD|||4|9|21|9|N|||clothesA||4|9|21|9|N|swordA|beD|||4|9|23|6|N|||clothesA||4|9|23|6|N|||clothesA||4|9|23|9|N|||clothesA||4|9|26|2|N|||soldierA||4|9|30|7|N|||clothesA||4|9|30|7|N|||clothesA||4|9|30|8|N|||clothesA||4|10|1|26|N|||friendA||4|10|5|11|N|||woodB||4|10|6|14|N|||clothesA||4|10|6|17|N|||tentA||4|10|13|6|N|||breadA||4|10|14|2|N|||clothesA||4|16|1|5|N|||agreement/AcovenantA||4|16|7|65|N|||foodA||4|16|7|65|N|||stoneA||4|16|8|9|N|dayA|beD|||4|16|8|10|N|||foodA||4|16|8|10|N|dayA|beD|||4|16|8|11|N|dayA|beD|||4|17|2|9|N|||foodA||4|17|2|12|N|||oilA||4|17|2|12|N|||perfumeA||4|17|2|15|N|||thingA||4|17|3|7|N|||monthA||4|17|8|10|N|||horseA||4|27|9|25|N|||rulerA||4|40|4|5|N|||cityA||4|41|1|24|N|||personA||4|41|2|26|N|||breadA||4|41|2|26|N|||breadA||4|41|6|20|N|||manA||4|41|8|38|N|||servant/AmessengerA||4|41|8|38|N|||servant/AmessengerA||4|41|12|39|N|||meal/AfeastA||4|41|16|8|N|messageA|beD|||4|42|1|15|N|||workA||4|42|2|1|N|||bookA||4|42|5|29|N|||dinnerA||4|42|6|4|N|||breadA||4|42|7|26|N|||prophetA||4|42|10|19|N|||powerA||4|42|22|12|N|||mealA||4|42|22|20|N|||agreement/AcovenantA||4|42|23|34|N|||stoneA||4|42|23|34|N|||markA||4|49|1|4|N|||personA||4|49|1|15|N|||personA||4|49|1|18|N|||personA||4|49|1|18|N|||personA||4|49|2|19|N|||personA||4|49|2|19|N|||personA||4|49|2|19|N|||personA||4|49|2|20|N|||leaderA||4|49|2|21|N|||personA||4|49|2|22|N|||personA||4|49|3|1|N|||personA||4|49|3|8|N|||groupA||4|49|3|18|N|||personA||4|49|4|1|N|||personA||4|49|4|4|N|||personA||4|49|4|11|N|||leaderA||4|49|4|12|N|||personA||4|49|4|12|N|||personA||4|49|4|12|N|||personA||4|49|4|12|N|||personA||4|49|4|12|N|||personA||4|49|4|12|N|||personA||4|49|4|24|N|||personA||4|49|5|3|N|||personA||4|49|5|26|N|||personA||4|49|5|27|N|||personA||4|49|6|11|N|||clothesA||4|49|6|11|N|||clothesA||4|49|6|13|N|||clothesA||4|49|6|18|N|||personA||4|51|3|12|N|||personA||4|51|4|7|N|||messageA||4|52|2|7|N|||leaderA||4|52|2|10|N|||personA||4|52|4|3|N|||personA||4|52|4|4|N|||personA||4|52|4|7|N|||personA||4|52|5|8|N|||clothesA||4|53|1|10|N|||personA||4|53|2|13|N|||personA||4|53|2|14|N|||personA||4|56|1|2|N|||personA||4|56|1|2|N|||personA||4|56|1|7|N|||personA||4|56|2|3|N|||personA||4|56|2|14|N|||personA||4|57|1|5|N|||personA||4|57|1|7|N|||personA||7|3|1|3|N|||cageA||7|3|2|4|N|||cageA||7|3|3|11|N|||clothesA||7|3|3|12|N|||cageA||7|3|4|1|N|||clothesA||7|3|4|6|N|||roomA||7|3|5|3|N|||boardA||,1,,0,,23,,1
174208,straight,,7,,,0,not crooked,,,,Gab____,"4,42,3,4|(NPp|person|)|(VP|make|)|(NPP|(APA|straight|)|road|)|~The people made a straight road.",4|40|3|3|N|||pathA||4|41|1|3|N|||pathA||4|42|3|4|N|||roadA||4|42|3|5|N|pathA|beD|||4|42|13|11|N|backA|beD|||4|42|13|11|N|womanA|stand-upA|||4|42|13|13|N|backA|becomeA|||,1,,0,,20,,1
174210,strict,,2,,,0,expecting people to do the things that you tell them to do,,,,G_B____,,4|42|19|21|N|manA|beD|||4|42|19|22|N|manA|beD|||,1,,0,,,,0
