ID,SyntacticCategory,GroupName,RulesName,Status,Comment,CommentFonts,InputStructures,OutputStructures,TriggerWord,NameFonts,SourceLanguage,References,SSDS,UserDefinedInsertions,IgnorePhrasalEmbedding,IgnoreClausalEmbedding,IncludePreviousVerse,ContinueExecution,GrammarTopics,Unnecessary
714,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for have-I,0,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Ihave~|V-)~|(~|n-,S,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ihave~|V-^~|~|0)~|^~|-1~|0(~|n-,S,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Ihave,",,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,1
715,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Copy of:  Theta Grid Adjustment for have-J,1,  Gen. 10:1 These three men had sons after the flood.  Gen. 19:34 We will have babies with our father.   Gen. 38:8 Onan had children for his brother.-*-,"13,53,67,102,116,149-*-","{~|c-(~|n-,A,)~|(~|v-Jhave~|V-)~|(~|n-,S,)~|&(~|n-,I,,,,,,,,,,,,&)~|&(~|n-,B,,,,,,,,,,,,&)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Jhave~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,O,^~|-1~|0)~|^~|-1~|0&(~|n-,I,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|10~|1&)~|^~|-1~|0&(~|n-,B,,,,,,,,,,o,Q,^~|-1~|0Insert~|P-^~|11~|1&)~|^~|-1~|0}~|^~|-1~|0-*-","Jhave,",,2,"4,1,4,18^4,1,4,26^4,1,5,3^4,1,5,4^4,1,5,6^4,1,5,7^4,1,5,9^4,1,5,10^4,1,5,12^4,1,5,13^4,1,5,15^4,1,5,16^4,1,5,18^4,1,5,19^4,1,5,21^4,1,5,22^4,1,5,25^4,1,5,26^4,1,5,28^4,1,5,30^4,1,9,18^4,1,10,1^4,1,10,2^4,1,10,3^4,1,10,4^4,1,10,5^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
716,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for heal-A,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Aheal~|V-)~|(~|n-,P,)~|&(~|n-SF,s,,,,,,,,,,,,&)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Aheal~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0&(~|n-SF,s,,,,,,,,,,,,^~|-1~|0Insert~|P-^~|9~|1&)~|^~|-1~|0}~|^~|-1~|0-*-","Aheal,",,2,"4,1,2,21^4,1,20,17^4,1,20,18^4,2,15,26^4,34,3,19^4,42,4,23^4,42,4,27^4,42,5,12^4,42,5,13^4,42,5,14^4,42,5,15^4,42,5,17^4,42,5,20^4,42,6,7^4,42,6,18^4,42,7,3^4,42,7,4^4,42,7,21^4,42,8,2^4,42,8,47^4,42,9,1^4,42,9,2^4,42,9,6^|",,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
717,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for hear-A,0,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Ahear~|V-)~|(~|n-,P,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ahear~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Ahear,",,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,1
718,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for hear-B,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Bhear~|V-)~|[~|c-P,(~|n-,A,.~|N-)~|(~|v-.~|V-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Bhear~|V-^~|~|0)~|^~|-1~|0[~|c-P,^~|-1~|0Insert~|&Complementizer^~|that~|1(~|n-,A,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-^~|~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Bhear,",,2,"4,1,14,14^4,1,21,6^4,1,29,13^4,1,29,33^4,1,31,22^4,1,34,5^4,1,34,7^4,1,37,17^4,1,41,15^4,1,42,1^4,1,42,2^4,1,45,16^4,1,48,1^4,2,2,15^4,2,9,7^4,2,18,1^4,6,2,10^4,6,5,1^4,6,7,5^4,6,7,9^4,6,9,3^4,6,9,10^4,6,9,24^4,6,10,1^4,6,22,11^|",,&Complementizer~!~105~!~that,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
719,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for hear-C,1,  Clauses 1:58  John heard Mary reading a book.-*-,"17,47-*-","{~|c-(~|n-,A,)~|(~|v-Chear~|V-)~|[~|c-P,(~|n-,A,.~|N-)~|(~|v-.~|V-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Chear~|V-^~|~|0)~|^~|-1~|0Copy7~|n-,P,,,,,,,,,,,O,^~|-1~|1CopyPhrase8~|N-^~|-1~|1CopyPhrase9~|c-^~|-1~|1[~|c-P,^~|-1~|0(~|n-,A,^~|-1~|0.~|N-,,,,,,B,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,,,i,,,,,,,,,,^~|~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Chear,",,2,"4,1,3,8^4,1,3,10^4,1,16,11^4,1,19,13^4,1,21,17^4,1,23,13^4,1,27,5^4,1,27,6^4,1,31,1^4,1,34,24^4,1,39,15^4,1,41,9^4,1,42,24^4,1,45,2^4,2,2,24^4,2,3,7^4,2,3,9^4,2,6,5^4,2,16,7^4,2,16,8^4,2,16,9^4,2,16,12^4,2,19,9^4,7,2,18^4,7,7,11^|",,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
721,2,Theta Grid Adjustments for Events fit-A through imagine-A,Theta Grid Adjustment for heat-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Aheat~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Aheat~|V-)~|}~|",Aheat,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
722,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for help-A,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Ahelp~|V-)~|(~|n-,P,)~|&(~|n-,B,,,,,,,,,,,,&)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ahelp~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0&(~|n-,B,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|11~|1&)~|^~|-1~|0}~|^~|-1~|0-*-","Ahelp,",,2,"4,1,2,18^4,1,2,20^4,1,14,13^4,1,24,10^4,1,24,40^4,1,33,15^4,1,35,3^4,1,37,21^4,1,47,19^4,1,49,24^4,1,49,25^4,1,50,25^4,2,1,15^4,2,2,11^4,2,2,17^4,2,2,19^4,2,2,23^4,2,2,25^4,2,13,19^4,2,14,12^4,2,18,4^4,2,18,18^4,2,23,1^4,2,23,3^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
723,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for help-B,1,  Clauses 1:57  Mary helped John read a book.-*-,"17,45-*-","{~|c-(~|n-,A,)~|(~|v-Bhelp~|V-)~|(~|n-,P,)~|[~|c-P,(~|n-,A,.~|N-)~|(~|v-.~|V-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Bhelp~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0[~|c-P,^~|-1~|0(~|n-,A,^~|-1~|0.~|N-,,,,,,B,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,,,N,,,,,,,,,,^~|~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Bhelp,",,2,"6,9,1,7^6,9,1,9^4,1,4,1^4,1,14,20^4,1,14,24^4,1,21,18^4,1,24,7^4,1,24,12^4,1,24,42^4,1,24,48^4,1,24,56^4,1,27,20^4,1,46,5^4,2,1,16^4,2,4,12^4,2,4,15^4,2,13,16^4,2,23,5^4,6,8,1^4,6,8,22^4,6,10,4^4,6,13,21^4,6,14,12^4,6,23,9^|",,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
724,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for hide-A,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Ahide~|V-)~|(~|n-,P,)~|&(~|n-,s,,,,,,,,,,,,&)~|&(~|n-,d,&)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ahide~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0&(~|n-,s,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|9~|1&)~|^~|-1~|0&(~|n-,d,,,,,,,,,,o,Q,^~|-1~|0&)~|^~|-1~|0}~|^~|-1~|0-*-","Ahide,",,2,"4,1,31,34^4,2,2,2^4,2,2,3^4,2,2,12^4,6,2,4^4,6,2,6^4,6,6,17^4,6,6,25^4,6,7,19^4,6,7,22^4,7,6,11^4,27,2,22^4,42,11,33^4,42,12,2^3,67,14,9^3,67,15,5^3,67,15,6^3,67,15,12^|",-*-,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
725,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for hide-B,0,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Bhide~|V-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Bhide~|V-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Bhide,",,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,1
726,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for hide-C,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Chide~|V-)~|(~|n-,s,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Chide~|V-^~|~|0)~|^~|-1~|0(~|n-,s,^~|-1~|0Insert~|P-^~|9~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Chide,",,2,"4,1,3,8^4,1,3,10^4,1,4,14^4,7,9,5^4,34,3,11^3,67,3,9^3,67,24,5^3,67,68,9^|",,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
727,2,Theta Grid Adjustments for Events fit-A through imagine-A,Theta Grid Adjustment for hire-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Ahire~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Ahire~|V-)~|}~|",Ahire,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
728,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for hit-A,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Ahit~|V-)~|(~|n-,P,)~|&(~|n-,I,,,,,,,,,,,,&)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ahit~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0&(~|n-,I,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|10~|1&)~|^~|-1~|0}~|^~|-1~|0-*-","Ahit,",,2,"4,1,4,23^4,1,19,9^4,2,2,13^4,2,8,16^4,2,8,17^4,2,17,5^4,2,21,12^4,2,21,18^4,2,21,19^4,2,21,22^4,2,21,26^4,2,21,27^4,2,25,18^4,2,25,36^4,6,23,13^4,7,3,31^4,7,4,21^4,7,5,26^4,7,7,13^4,7,20,16^4,42,6,29^4,42,12,47^4,42,12,48^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
729,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for hit-C,1,  Ex. 17:6 Moses hit that stone with his staff.-*-,"12,47-*-","{~|c-(~|n-,A,)~|(~|v-Chit~|V-)~|(~|n-,P,)~|(~|n-,I,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Chit~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0(~|n-,I,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|10~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Chit,",,2,"4,2,7,17^4,2,17,6^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
730,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for hit-D,1,  Mark 14:47  -*-,"14,14-*-","{~|c-(~|n-,A,)~|(~|v-Dhit~|V-)~|(~|n-,P,)~|&(~|n-,I,,,,,,,,,,,,&)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Dhit~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0&(~|n-,I,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|10~|1&)~|^~|-1~|0}~|^~|-1~|0-*-","Dhit,",,2,,-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
732,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for hold-B,0,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Bhold~|V-)~|(~|n-,P,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Bhold~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Bhold,",,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,1
733,2,Theta Grid Adjustments for Events fit-A through imagine-A,  Theta Grid Adjustment for hold-C,0,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Chold~|V-)~|(~|n-,P,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Chold~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Chold,",,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,1
748,2,Theta Grid Adjustments for Events imitate-A through mark-A,Theta Grid Adjustment for institute-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Ainstitute~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Ainstitute~|V-)~|}~|",Ainstitute,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
749,2,Theta Grid Adjustments for Events imitate-A through mark-A,  Theta Grid Adjustment for insult-A,0,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Ainsult~|V-)~|(~|n-,P,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ainsult~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Ainsult,",,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,1
750,2,Theta Grid Adjustments for Events imitate-A through mark-A,Theta Grid Adjustment for intend-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Aintend~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Aintend~|V-)~|}~|",Aintend,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
751,2,Theta Grid Adjustments for Events imitate-A through mark-A,Theta Grid Adjustment for interest-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Ainterest~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Ainterest~|V-)~|}~|",Ainterest,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
752,2,Theta Grid Adjustments for Events imitate-A through mark-A,Theta Grid Adjustment for interrupt-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Ainterrupt~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Ainterrupt~|V-)~|}~|",Ainterrupt,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
753,2,Theta Grid Adjustments for Events imitate-A through mark-A,  Theta Grid Adjustment for introduce-A,1,  Gen. 47:2 Joseph introduced his brothers to the king.-*-,"13,55-*-","{~|c-(~|n-,A,)~|(~|v-Aintroduce~|V-)~|(~|n-,P,,,,,,,,,,,,)~|(~|n-,d,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Aintroduce~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|6~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Aintroduce,",,2,"4,1,47,2^4,1,47,7^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
754,2,Theta Grid Adjustments for Events imitate-A through mark-A,Theta Grid Adjustment for invent-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Ainvent~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Ainvent~|V-)~|}~|",Ainvent,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
755,2,Theta Grid Adjustments for Events imitate-A through mark-A,Theta Grid Adjustment for invest-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Ainvest~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Ainvest~|V-)~|}~|",Ainvest,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
756,2,Theta Grid Adjustments for Events imitate-A through mark-A,  Theta Grid Adjustment for invite-A,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Ainvite~|V-)~|(~|n-,P,)~|[~|c-P,(~|n-,A,.~|N-)~|(~|v-.~|V-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ainvite~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0[~|c-P,^~|-1~|0(~|n-,A,^~|-1~|0.~|N-,,,,,,B,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,,,t,,,,,,,,,,^~|~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Ainvite,",,2,"4,2,2,20^4,7,19,3^4,7,19,15^4,7,19,18^4,17,1,3^4,17,1,5^4,17,1,9^4,17,2,18^4,17,8,1^4,27,5,1^4,34,3,16^4,42,7,36^4,42,10,38^4,42,11,37^4,42,14,8^4,42,14,10^4,42,14,12^4,42,14,13^4,42,14,14^4,42,14,16^4,42,14,17^4,42,14,18^|",,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
757,2,Theta Grid Adjustments for Events imitate-A through mark-A,  Theta Grid Adjustment for invite-B,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Binvite~|V-)~|(~|n-,P,)~|(~|n-,d,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Binvite~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|6~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Binvite,",,2,"4,7,14,15^3,67,46,3^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
758,2,Theta Grid Adjustments for Events imitate-A through mark-A,  Theta Grid Adjustment for invite-C,1,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Cinvite~|V-)~|(~|n-,P,)~|(~|n-,d,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Cinvite~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|6~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Cinvite,",,2,,-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
759,2,Theta Grid Adjustments for Events imitate-A through mark-A,Theta Grid Adjustment for involve-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Ainvolve~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Ainvolve~|V-)~|}~|",Ainvolve,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
760,2,Theta Grid Adjustments for Events imitate-A through mark-A,Theta Grid Adjustment for irritate-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Airritate~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Airritate~|V-)~|}~|",Airritate,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
761,2,Theta Grid Adjustments for Events imitate-A through mark-A,  Theta Grid Adjustment for join-A,0,  Built by TBTA-*-,-*-,"{~|c-(~|n-,A,)~|(~|v-Ajoin~|V-)~|(~|n-,P,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ajoin~|V-^~|~|0)~|^~|-1~|0(~|n-,P,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Ajoin,",,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,1
762,2,Theta Grid Adjustments for Events imitate-A through mark-A,  Theta Grid Adjustment for join-B,1,"  Phil. 1:1  God joined the people to Jesus, the Messiah.-*-","14,57-*-","{~|c-(~|n-,A,)~|(~|v-Bjoin~|V-)~|(~|n-,P,,,,,,,,,,,,)~|(~|n-,d,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Bjoin~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|6~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Bjoin,",,2,"4,49,4,16^4,50,1,1^|",-*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
763,2,Theta Grid Adjustments for Events imitate-A through mark-A,Theta Grid Adjustment for joke-A,0,TBTA: Theta grid info not yet generated for this event.,,"{~|c-(~|n-,A,)~|(~|v-Ajoke~|V-)~|}~|","{~|c-(~|n-,A,)~|(~|v-Ajoke~|V-)~|}~|",Ajoke,,2,,,,0000000000000000000000000,0000000000000000000000000,0,0000000000000000000000000,,0
764,2,Theta Grid Adjustments for Events imitate-A through mark-A,  Theta Grid Adjustment for judge-A,1,  Luke 18:3 That widow asked the judge to judge fairly for her.-*-  Luke 18:1 That widow asked the judge to judge against her opponent.-*-,"13,63-*-13,69-*-","{~|c-(~|n-,A,)~|(~|v-Ajudge~|V-)~|(~|n-,B,,,,,,,,,,,,)~|}~|-*-{~|c-(~|n-,A,)~|(~|v-Ajudge~|V-)~|(~|n-,d,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ajudge~|V-^~|~|0)~|^~|-1~|0(~|n-,B,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|11~|1)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Ajudge~|V-^~|~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,O,Q,^~|-1~|0Insert~|P-^~|47~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Ajudge,",,2,"4,42,18,3^4,42,18,5^4,42,18,7^4,42,18,8^|4,42,18,3^|",-*--*-,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,0
